Identifiant,Ancien_nom_officiel,Identifiant_du_nom_officiel,Nom_officiel,Type_entite,Latitude,Longitude,Feuillet_cartographique,Code_geographique,Municipalite,Designation,Date_decision,IDE,Origine_linguistique,Partie_specifique,Partie_generique,Sexe
109261,"Montagne, Lac",109260,"Marchand, Lac",Lac,46.599335,-72.832666,31I10,36033,Shawinigan,Ville,1983-03-04,4f77109dbfad11d892e2080020a0f4c9,Français,Montagne,Lac,
109281,"Sucreries, Lac des",109280,"Érables, Lac des",Lac,46.586388,-72.881388,31I10,51070,Saint-Mathieu-du-Parc,Municipalité,1982-03-04,4ff2823fbfad11d892e2080020a0f4c9,Français,Sucreries,Lac des,
109291,"Carufel, Lac",109290,"De Carufel, Lac",Lac,46.568054,-72.969721,31I10,51070,Saint-Mathieu-du-Parc,Municipalité,1982-03-04,502c7e08bfad11d892e2080020a0f4c9,Français,Carufel,Lac,
109297,"Masson, Lac",109294,"Castor, Lac du",Lac,46.715555,-72.688055,31I10,35040,Grandes-Piles,Municipalité de village,1982-03-04,503fb7ebbfad11d892e2080020a0f4c9,Français,Masson,Lac,
109310,"John, Lac",109309,"Bolduc, Lac à",Lac,46.693333,-72.799166,31I10,36033,Shawinigan,Ville,1982-03-04,50a6de39bfad11d892e2080020a0f4c9,Anglais,John,Lac,
109314,"Charette, Lac",109313,"Barrage, Lac du",Lac,46.508888,-72.955277,31I10,51075,Saint-Élie-de-Caxton,Municipalité,1982-03-04,50bbecdcbfad11d892e2080020a0f4c9,Français,Charette,Lac,
109325,"Petit Brûlé, Lac",109324,"Brûlé, Petit lac",Lac,46.706666,-72.911666,31I10,51070,Saint-Mathieu-du-Parc,Municipalité,1982-03-04,50fdd7e6bfad11d892e2080020a0f4c9,Français,Petit Brûlé,Lac,
109327,"Grand Brûlé, Lac du",109326,"Brûlé, Grand lac",Lac,46.700833,-72.918054,31I10,51070,Saint-Mathieu-du-Parc,Municipalité,1982-03-04,51041977bfad11d892e2080020a0f4c9,Français,Grand Brûlé,Lac du,
109329,"Shawinigan, Chutes",109328,"Shawinigan, Chutes de",Chutes,46.530860,-72.761019,31I10,36033,Shawinigan,Ville,1982-03-04,510a5b08bfad11d892e2080020a0f4c9,Attikamek,Shawinigan,Chutes,NA
109332,"Bourdais, Rivière",109331,"Le Bourdais, Rivière",Rivière,46.732777,-72.570554,31I10,35027,Saint-Tite,Ville,1982-03-04,51188bdabfad11d892e2080020a0f4c9,Français,Bourdais,Rivière,
109334,"Petit Capucin, Ruisseau du",109333,"Petits Capucins, Ruisseau des",Ruisseau,49.055277,-66.805833,22G02,04047,Cap-Chat,Ville,1981-11-05,511f1b8bbfad11d892e2080020a0f4c9,Français,Petit Capucin,Ruisseau du,
109341,"Grand Capucin, Rivière du",109342,"Grands Capucins, Rivière des",Rivière,49.042777,-66.859444,22G02,04047,Cap-Chat,Ville,1981-11-05,514fc882bfad11d892e2080020a0f4c9,Français,Grand Capucin,Rivière du,
109360,"Georges-Gagnon, Ruisseau à",109359,"Bonhomme, Ruisseau",Ruisseau,49.111944,-66.641110,22G02,04047,Cap-Chat,Ville,1981-11-05,51babf62bfad11d892e2080020a0f4c9,Français,Georges-Gagnon,Ruisseau à,
109363,"Percé, Fosse",109362,"Perré, Fosse",Fosse à saumon,49.094999,-66.508888,22G02,04037,Sainte-Anne-des-Monts,Ville,1981-11-05,51c93e54bfad11d892e2080020a0f4c9,Français,Percé,Fosse,
109370,"Pierre, Rivière à",109369,"Pierre, Ruisseau à",Ruisseau,49.003611,-66.976943,22G02,08005,Les Méchins,Municipalité,1981-11-05,51f2bf5abfad11d892e2080020a0f4c9,Français,Pierre,Rivière à,
109389,"Kamickekwakamacik, Lacs",,,Lacs,47.276943,-73.991944,31P05,35906,Rivière-de-la-Savane,Territoire non organisé,1994-12-09,5670141e384f4495bdb7ea61195d3899,Langue amérindienne indéterminée,Kamickekwakamacik,Lacs,
109422,"Kodjidji Onigam",109421,"Kodjidji, Portage",Portage,48.891310,-78.450436,32D16,88904,Lac-Chicobi,Territoire non organisé,1981-05-07,52be72e8bfad11d892e2080020a0f4c9,Algonquin,Kodjidji Onigam,,
109430,"Kaackakojimog Onigam",109429,"Kaackakojimog, Portage",Portage,48.971188,-78.415638,32D16,88070,Berry,Municipalité,1981-05-07,7025c31cbfad11d892e2080020a0f4c9,Algonquin,Kaackakojimog Onigam,,
109432,"Ikwe Onigam",109431,"Ikwe, Portage",Portage,48.886110,-78.460213,32D16,88904,Lac-Chicobi,Territoire non organisé,1981-05-07,7030717dbfad11d892e2080020a0f4c9,Algonquin,Ikwe Onigam,,
109441,"Dumville, Ruisseau",109440,"McKenzie, Ruisseau",Ruisseau,48.122777,-66.441944,22B01,06025,Escuminac,Municipalité,1982-03-04,70684a65bfad11d892e2080020a0f4c9,Indifférencié,Dumville,Ruisseau,
109519,"Pirates, Havre aux",109486,"McKenzie, Anse des",Anse,48.121943,-66.441110,22B01,06025,Escuminac,Municipalité,1982-03-04,71dce930bfad11d892e2080020a0f4c9,Français,Pirates,Havre aux,
109518,"Saw Pit, Ruisseau",109489,"Paul-Normand, Ruisseau à",Ruisseau,48.148888,-66.337777,22B01,06020,Nouvelle,Municipalité,1982-03-04,71f1a9b3bfad11d892e2080020a0f4c9,Anglais,Saw Pit,Ruisseau,
109484,"Dugal",109495,"Brébeuf",Lieu-dit,48.225277,-66.402222,22B01,06020,Nouvelle,Municipalité,1982-03-04,721f4969bfad11d892e2080020a0f4c9,Français,Dugal,,
109497,"West, Lac",109498,"Ouest, Lac du",Lac,48.239166,-66.271388,22B01,06902,Rivière-Nouvelle,Territoire non organisé,1982-03-04,723171dbbfad11d892e2080020a0f4c9,Anglais,West,Lac,
109506,"Yacta, Pointe",109505,"Campbell, Pointe à",Pointe,48.081388,-66.332499,22B01,06020,Nouvelle,Municipalité,1982-03-04,9623b722bfad11d892e2080020a0f4c9,Inconnu,Yacta,Pointe,
109517,"Roger, Lac",109516,"Gallant, Lac",Lac,48.208611,-66.285555,22B01,06020,Nouvelle,Municipalité,1982-03-04,9775b29bbfad11d892e2080020a0f4c9,Français,Roger,Lac,
109524,"Trout, Lac",109523,"Snell, Lac à",Lac,48.236666,-66.241666,22B01,06902,Rivière-Nouvelle,Territoire non organisé,1982-03-04,97cfb97fbfad11d892e2080020a0f4c9,Anglais,Trout,Lac,
109531,"Le Blanc, Ruisseau",109532,"Jos-Le Blanc, Ruisseau",Ruisseau,48.198333,-66.460000,22B01,06020,Nouvelle,Municipalité,1982-03-04,987ebe36bfad11d892e2080020a0f4c9,Français,Le Blanc,Ruisseau,
109536,"Dix-Septième, Aérodrome du",,,Aérodrome,48.825616,-66.181254,22B16,04902,Mont-Albert,Territoire non organisé,2022-03-03,98cabb5abfad11d892e2080020a0f4c9,Français,Dix-Septième,Aérodrome du,NA
109547,"Lac Cascapédia, Branche du",109546,"Lac, Branche du",Rivière,48.671943,-66.200000,22B09,08902,Rivière-Bonjour,Territoire non organisé,1982-03-04,996ffc12bfad11d892e2080020a0f4c9,Français,Lac Cascapédia,Branche du,
109577,"Barter, Lac à",,,Lac,48.301666,-66.108333,22B08,05902,Rivière-Bonaventure,Territoire non organisé,2024-10-03,9b714a6fbfad11d892e2080020a0f4c9,Anglais,Barter,Lac à,NA
109578,"Alec, Lac à",,,Lac,48.301666,-66.091944,22B08,05077,Cascapédia–Saint-Jules,Municipalité,2024-10-03,9b8dfa30bfad11d892e2080020a0f4c9,Indifférencié,Alec,Lac à,H
109606,"Twelve Mile, Ruisseau",109607,"Douzième Mille, Ruisseau du",Ruisseau,48.455277,-66.530554,22B07,07908,Lac-Casault,Territoire non organisé,1982-03-04,9d70c40cbfad11d892e2080020a0f4c9,Anglais,Twelve Mile,Ruisseau,
109613,"Lemay",109612,"Le May",Canton,48.550000,-74.983333,32B10,90012,La Tuque,Ville,1982-02-04,9d9478afbfad11d892e2080020a0f4c9,Français,Lemay,,
109615,"Dequen",109614,"De Quen",Canton,48.233333,-72.033333,32A01,91005,Lac-Bouchette,Municipalité,1982-02-04,9da2a980bfad11d892e2080020a0f4c9,Français,Dequen,,
109617,"Lejeune",109616,"Le Jeune",Canton,46.916666,-72.583333,31I15,35902,Lac-Masketsi,Territoire non organisé,1982-02-04,9daf53b1bfad11d892e2080020a0f4c9,Français,Lejeune,,
109634,"Pineault, Ruisseau",109633,"Pineault, Rivière",Rivière,48.865000,-66.784721,22B15,08005,Les Méchins,Municipalité,1981-11-05,9e8fefc0bfad11d892e2080020a0f4c9,Français,Pineault,Ruisseau,
22330,"Ferré, Ruisseau",109643,"Coin, Ruisseau au",Ruisseau,48.996110,-66.846666,22B15,04047,Cap-Chat,Ville,1986-12-18,9f1e7429bfad11d892e2080020a0f4c9,Français,Ferré,Ruisseau,
22358,"Ferry, Ruisseau",109643,"Coin, Ruisseau au",Ruisseau,48.996110,-66.846666,22B15,04047,Cap-Chat,Ville,1986-12-18,9f1e7429bfad11d892e2080020a0f4c9,Anglais,Ferry,Ruisseau,
109659,"Cap-Chat, Lac",109660,"Joffre, Lac",Lac,48.780832,-66.642777,22B15,08902,Rivière-Bonjour,Territoire non organisé,2002-04-12,bdc82f79bfad11d892e2080020a0f4c9,Français,Cap-Chat,Lac,
109676,"Îles, Lacs des",109675,"Îles, Premier lac des",Lacs,48.911388,-66.587221,22B15,08902,Rivière-Bonjour,Territoire non organisé,1981-11-05,be9b5e06bfad11d892e2080020a0f4c9,Français,Îles,Lacs des,NA
109678,"Îles, Lacs des",109677,"Îles, Deuxième lac des",Lacs,48.905277,-66.577499,22B15,08902,Rivière-Bonjour,Territoire non organisé,1981-11-05,bead1147bfad11d892e2080020a0f4c9,Français,Îles,Lacs des,NA
109684,"Grand Plaqué 2, Le",109683,"Grand Plaqué, Le",Fosse à saumon,48.981110,-66.231666,22B16,04902,Mont-Albert,Territoire non organisé,1981-11-05,bf078d5cbfad11d892e2080020a0f4c9,Français,Grand Plaqué 2,Le,
109691,"Martre, Ruisseau à la",109693,"Martre, Rivière à la",Ruisseau,48.985277,-66.251666,22B16,04902,Mont-Albert,Territoire non organisé,1981-11-05,bfa5a123bfad11d892e2080020a0f4c9,Français,Martre,Ruisseau à la,
109774,"Lac-Meach",109775,"Lac-Meech",Centre de villégiature,45.526388,-75.873610,31G12,82025,Chelsea,Municipalité,1982-05-06,c245eeaabfad11d892e2080020a0f4c9,Français,Lac-Meach,,
109828,"Roches, Premier lac des",109786,"Martinet, Lac",Lac,46.988610,-72.077777,31I16,34135,Rivière-à-Pierre,Municipalité,1981-04-02,c2971beebfad11d892e2080020a0f4c9,Français,Roches,Premier lac des,
109793,"Meach, Lac",109795,"Meech, Lac",Lac,45.534999,-75.889166,31G12,82025,Chelsea,Municipalité,1982-05-06,c29d5d7fbfad11d892e2080020a0f4c9,Anglais,Meach,Lac,
109794,"Meach, Ruisseau",109796,"Meech, Ruisseau",Ruisseau,45.602222,-75.886666,31G12,82025,Chelsea,Municipalité,1982-05-06,c2a65e30bfad11d892e2080020a0f4c9,Anglais,Meach,Ruisseau,
109791,"McDonald, Petit lac",109798,"Meule, Petit lac à la",Lac,46.968054,-72.123054,31I16,34135,Rivière-à-Pierre,Municipalité,1981-04-02,c2b2ba42bfad11d892e2080020a0f4c9,Français,McDonald,Petit lac,
109994,"Hélice, Lac",109923,"Colline, Lac de la",Lac,48.886944,-69.123888,22C14,95902,Lac-au-Brochet,Territoire non organisé,1982-05-06,c4bf536cbfad11d892e2080020a0f4c9,Français,Hélice,Lac,
21625,"Étroit, Petit lac",109962,"Étroit, Lac",Lac,48.858611,-69.100277,22C14,95050,Colombier,Municipalité,1982-05-06,c5bee941bfad11d892e2080020a0f4c9,Français,Étroit,Petit lac,
111706,"Poitras, Lac",109962,"Étroit, Lac",Lac,48.858611,-69.100277,22C14,95050,Colombier,Municipalité,1982-05-06,c5bee941bfad11d892e2080020a0f4c9,Français,Poitras,Lac,
111774,"Raymond, Lac",110041,"Lento, Lac",Lac,48.942777,-69.986110,22C13,95902,Lac-au-Brochet,Territoire non organisé,1982-06-10,e2dde61abfad11d892e2080020a0f4c9,Français,Raymond,Lac,
109943,"Dassylva, Ruisseau",110056,"Limite, Ruisseau de la",Ruisseau,48.736944,-69.176110,22C11,95045,Forestville,Ville,1982-05-06,e34fe1d9bfad11d892e2080020a0f4c9,Autre,Dassylva,Ruisseau,
110061,"Lost, Lac",110117,"Perdu, Lac",Lac,48.777777,-69.363333,22C14,95902,Lac-au-Brochet,Territoire non organisé,1982-05-06,e4d1c621bfad11d892e2080020a0f4c9,Anglais,Lost,Lac,
110145,"Brosseau, Lac",110146,"Brousseau, Lac",Lac,49.147221,-69.539166,22F04,95902,Lac-au-Brochet,Territoire non organisé,1982-07-08,e5829fabbfad11d892e2080020a0f4c9,Français,Brosseau,Lac,
110187,"Achan, Portage",451666,"Aachaan, Portage",Portage,55.929721,-67.779443,23O13,99902,Rivière-Koksoak,Territoire non organisé,2023-03-16,e687dad0bfad11d892e2080020a0f4c9,Naskapis,Achan,Portage,NA
111714,"Poste-Bournival",110215,"Bournival",Lieu-dit,46.420277,-72.865555,31I07,51025,Saint-Barnabé,Municipalité de paroisse,1980-02-28,04957d37bfae11d892e2080020a0f4c9,Français,Poste-Bournival,,
54436,"Ronde, Île",110219,"Chapdelaine, Île",Îlot,46.534444,-72.743333,31I10,36033,Shawinigan,Ville,1982-03-04,04d67ddbbfae11d892e2080020a0f4c9,Français,Ronde,Île,
111715,"Poste-Lavoie",110245,"Lavoie",Hameau,46.389721,-72.755000,31I07,51090,Saint-Étienne-des-Grès,Municipalité de paroisse,1980-02-28,0590a634bfae11d892e2080020a0f4c9,Français,Poste-Lavoie,,
81649,"Trécesson",110266,"Saint-Nazaire-de-Berry",Village,48.719443,-78.259166,32D09,88070,Berry,Municipalité,1977-08-08,06212679bfae11d892e2080020a0f4c9,Français,Trécesson,,
104111,"Saint-Sixte, Crique",110268,"Saint-Sixte, Rivière",Ruisseau,45.648055,-75.129721,31G11,80027,Saint-André-Avellin,Municipalité,1981-07-09,062df7bbbfae11d892e2080020a0f4c9,Français,Saint-Sixte,Crique,
59464,"Shefford Vale",110272,"Val-Shefford",Lieu-dit,45.414722,-72.626388,31H07,47047,Roxton Pond,Municipalité,1970-06-12,06ab651fbfae11d892e2080020a0f4c9,Anglais,Shefford Vale,,
110354,"Asshavuktalik, Pointe",110274,"Aisavartalik, Pointe",Pointe,58.530277,-68.124721,24K09,99902,Rivière-Koksoak,Territoire non organisé,1982-12-02,06b7e841bfae11d892e2080020a0f4c9,Inuktitut,Asshavuktalik,Pointe,
92801,"Kingittualuup Kuunga",110313,"Anaskutach, Rivière",Rivière,55.587777,-77.229721,33N11,99904,Baie-d'Hudson,Territoire non organisé,1979-05-23,49b23585bfae11d892e2080020a0f4c9,Inuktitut,Kingittualuup Kuunga,,
110718,"Tasialuk, Lac",110378,"Avaliarutaaluk, Lac",Lac,58.706666,-68.819166,24K10,99902,Rivière-Koksoak,Territoire non organisé,1982-12-02,517e0e40bfae11d892e2080020a0f4c9,Inuktitut,Tasialuk,Lac,
331952,"Bleuets, Lac des",110411,"Bleuets, Lac aux",Lac,47.672549,-70.463747,21M09,16055,Saint-Urbain,Municipalité de paroisse,1997-03-25,7246b201bfae11d892e2080020a0f4c9,Français,Bleuets,Lac des,
110513,"Domaine-des-Trois-Lacs",110500,"Domaine-des-Deux-Lacs",Centre de villégiature,45.983333,-73.733333,31H13,63060,Sainte-Julienne,Municipalité,1982-08-05,7899f594bfae11d892e2080020a0f4c9,Français,Domaine-des-Trois-Lacs,,
111398,"Luster, Lac",110509,"Doux, Lac",Lac,45.591388,-75.732499,31G12,82020,Cantley,Municipalité,1982-10-05,794502acbfae11d892e2080020a0f4c9,Anglais,Luster,Lac,
111368,"La Gadelle",110543,"Gadelle, La",Lieu-dit,47.612761,-70.340066,21M09,15013,La Malbaie,Ville,1968-12-05,7b924e2dbfae11d892e2080020a0f4c9,Français,La Gadelle,,
111416,"Mahy, Îles",110588,"Îlots, Les",Îlots,48.247221,-64.750833,22A02,02028,Chandler,Ville,1982-10-05,7eb44ed5bfae11d892e2080020a0f4c9,Inconnu,Mahy,Îles,
110597,"Inussutujuq, Cap",110594,"Inuksutujuq, Cap",Cap,58.556666,-68.198333,24K09,99902,Rivière-Koksoak,Territoire non organisé,1982-12-02,7f113beabfae11d892e2080020a0f4c9,Inuktitut,Inussutujuq,Cap,
110614,"Issivautaq, Lac",110612,"Issivautaaluk, Lac",Lac,58.275832,-68.578610,24K07,99902,Rivière-Koksoak,Territoire non organisé,1982-11-04,802fcb5abfae11d892e2080020a0f4c9,Inuktitut,Issivautaq,Lac,
110851,"Vacher Nord-Ouest, Ruisseau",110633,"Joseph-Gaudet, Ruisseau",Ruisseau,45.938610,-73.478888,31H14,63005,Sainte-Marie-Salomé,Municipalité,1982-08-05,9faba2bdbfae11d892e2080020a0f4c9,Français,Vacher Nord-Ouest,Ruisseau,
111770,"Rang-Saint-Nicolas",110645,"Saint-Nicolas",Hameau,47.158769,-70.859108,21M02,21010,Saint-Ferréol-les-Neiges,Municipalité,1982-08-05,a0b809b8bfae11d892e2080020a0f4c9,Français,Rang-Saint-Nicolas,,
110651,"Sanguilupik, Lac",110652,"Sanguipiluk, Lac",Lac,58.567499,-69.524721,24K12,99902,Rivière-Koksoak,Territoire non organisé,1982-12-02,a0f9316ebfae11d892e2080020a0f4c9,Inuktitut,Sanguilupik,Lac,
110682,"Simon, Rivière",110683,"Simon, Rivière à",Rivière,45.917777,-74.140833,31G16,77043,Saint-Sauveur,Ville,1980-11-06,a2074629bfae11d892e2080020a0f4c9,Français,Simon,Rivière,
110551,"Gohier, Lac",110697,"Sources, Lac des",Lac,45.949444,-74.046110,31G16,75045,Saint-Hippolyte,Municipalité,1982-08-05,a29618b7bfae11d892e2080020a0f4c9,Français,Gohier,Lac,
111641,"Ouest, Pointe de l'",110716,"Sud-Ouest, Pointe du",Pointe,48.151111,-64.949721,22A02,02047,Port-Daniel–Gascons,Municipalité,1982-10-05,a32e1309bfae11d892e2080020a0f4c9,Français,Ouest,Pointe de l',
110771,"Trois Lacs, Les",110758,"Trois Pistoles, Lacs des",Lacs,48.820554,-69.462500,22C14,95902,Lac-au-Brochet,Territoire non organisé,1982-05-06,a441f42fbfae11d892e2080020a0f4c9,Français,Trois Lacs,Les,
111622,"North Windy, Lac",110852,"Venteux Nord, Lac",Lac,49.106388,-69.738888,22F04,95902,Lac-au-Brochet,Territoire non organisé,1982-07-08,c49b0d72bfae11d892e2080020a0f4c9,Anglais,North Windy,Lac,
110715,"South Windy, Lac",110853,"Venteux Sud, Lac",Lac,49.093888,-69.738888,22F04,95902,Lac-au-Brochet,Territoire non organisé,1982-07-08,c4a45c43bfae11d892e2080020a0f4c9,Anglais,South Windy,Lac,
111684,"Pillar, Pointe",110856,"Vieille, La",Pointe,48.175832,-64.936944,22A02,02047,Port-Daniel–Gascons,Municipalité,1982-10-05,c4b88086bfae11d892e2080020a0f4c9,Anglais,Pillar,Pointe,
141375,"Touladi, Lac",111152,"Kapihtukamatsh, Lac",Lac,49.464722,-72.792777,32H07,92904,Rivière-Mistassini,Territoire non organisé,2008-04-22,ebcf858bbfae11d892e2080020a0f4c9,Langue amérindienne indéterminée,Touladi,Lac,
111758,"Qirniraujaup, Rivière",111351,"Kuukuluk, Rivière",Rivière,58.510277,-68.025277,24K09,99902,Rivière-Koksoak,Territoire non organisé,1982-11-04,f93f31ead1df11d892e2080020a0f4c9,Inuktitut,Qirniraujaup,Rivière,
251840,"Cul-de-Sac, Décharge du",111363,"Lac au Brochet, Décharge du",Ruisseau,47.671141,-70.421374,21M09,15025,Notre-Dame-des-Monts,Municipalité,1989-11-16,0cd39c43849c20c3b9bfae7b2b09df2e,Français,Cul-de-Sac,Décharge du,
110484,"Cordon",111374,"Le Cordon",Hameau,45.987777,-73.661388,31H13,63060,Sainte-Julienne,Municipalité,1982-08-05,f994a4f2d1df11d892e2080020a0f4c9,Français,Cordon,,
110565,"Harrington, Anse",111392,"Loutre, Anse à la",Anse,48.180832,-64.921666,22A02,02047,Port-Daniel–Gascons,Municipalité,1982-10-05,0cb485af849c20c3f351755cfb13ecf1,Anglais,Harrington,Anse,
111393,"Lower Messa, Lac",111471,"Messa, Petit lac",Lac,49.025277,-69.630554,22F04,95902,Lac-au-Brochet,Territoire non organisé,1982-07-08,0cd39575849c20c39baef129e30be2c9,Anglais,Lower Messa,Lac,
111394,"Lower Mica, Lac",111475,"Mica Inférieur, Lac du",Lac,49.105555,-69.512222,22F04,95902,Lac-au-Brochet,Territoire non organisé,1982-07-08,fb50d40bd1df11d892e2080020a0f4c9,Anglais,Lower Mica,Lac,
110826,"Upper Mica, Lac",111477,"Mica Supérieur, Lac du",Lac,49.113333,-69.508333,22F04,95902,Lac-au-Brochet,Territoire non organisé,1982-07-08,fb45d78ad1df11d892e2080020a0f4c9,Anglais,Upper Mica,Lac,
110184,"Abîme, Ruisseau de l'",111534,"Morency, Ruisseau",Ruisseau,45.936666,-74.015833,31G16,75045,Saint-Hippolyte,Municipalité,1982-08-05,0cd390d9849c20c39180c9d2b3a069c2,Français,Abîme,Ruisseau de l',
110850,"Vacher Nord, Ruisseau",111619,"Noir, Ruisseau",Ruisseau,45.939999,-73.481943,31H14,63005,Sainte-Marie-Salomé,Municipalité,1982-08-05,0cb47abe849c20c345565a9ea909057a,Français,Vacher Nord,Ruisseau,
111647,"Paggiviit, Île",111652,"Pakkivik, Île",Île,58.261111,-68.269443,24K08,99095,Kuujjuaq,Municipalité de village nordique,1982-11-04,0cb47975849c20c338b1df17b3950096,Inuktitut,Paggiviit,Île,
110341,"Anse à Perré, Ruisseau de l'",111672,"Perré, Ruisseau à",Ruisseau,48.224443,-64.766388,22A02,02028,Chandler,Ville,1982-10-05,fe9bb899d1df11d892e2080020a0f4c9,Français,Anse à Perré,Ruisseau de l',
110492,"Daniel, Colline",111713,"Port-Daniel, Colline de",Colline,48.138735,-64.984705,22A02,02047,Port-Daniel–Gascons,Municipalité,1982-10-05,ff54815ad1df11d892e2080020a0f4c9,Français,Daniel,Colline,
111747,"Qikirtaajuit, Île",111750,"Qikirtaguluk, Île",Île,58.550555,-68.241944,24K09,99902,Rivière-Koksoak,Territoire non organisé,1982-12-02,ffe305c7d1df11d892e2080020a0f4c9,Inuktitut,Qikirtaajuit,Île,
110483,"Congnarauya, Pointe",111757,"Qirniraujaq, Pointe",Pointe,58.582221,-68.007777,24K09,99902,Rivière-Koksoak,Territoire non organisé,1982-12-02,0cd381c4849c20c3ad9131dc72aab5ef,Inuktitut,Congnarauya,Pointe,
112087,"Martine, Côtes de la",112086,"Martine, Côte de la",Côte orographique,47.344219,-70.554616,21M07,16005,Petite-Rivière-Saint-François,Municipalité,1981-10-01,0cd37db3849c20c3257edcfdb81edbd7,Français,Martine,Côtes de la,
112805,"German, Pointe",112619,"Allemands, Pointe aux",Pointe,48.134049,-78.888746,32D02,86042,Rouyn-Noranda,Ville,1982-12-21,0cd37d31849c20c37a45b4b4b71e28b1,Anglais,German,Pointe,
112858,"La Chaux, Lac",112633,"Barbotte, Lac à",Lac,47.384533,-78.735263,31M07,85065,Belleterre,Ville,1982-12-21,0171952cd1e011d892e2080020a0f4c9,Français,La Chaux,Lac,
112733,"Dam, Lac de la",112634,"Barrage, Lac du",Lac,47.313677,-78.667360,31M07,85065,Belleterre,Ville,1982-12-21,0cb470f1849c20c3ec560977d2bc16e3,Anglais,Dam,Lac de la,
113066,"Weasel, Lac",112651,"Belette, Lac à la",Lac,47.310555,-78.621110,31M07,85065,Belleterre,Ville,1982-12-21,01b26ec2d1e011d892e2080020a0f4c9,Anglais,Weasel,Lac,
112663,"Blanchet, Ruisseau",112665,"Blanchette, Ruisseau",Ruisseau,48.616352,-77.600200,32C12,88012,La Morandière-Rochebaucourt,Municipalité,1982-12-21,0cd37a65849c20c34c7def0af79facf9,Français,Blanchet,Ruisseau,
112638,"Bay, Lac",112667,"Bleu, Lac",Lac,47.312852,-78.540799,31M07,85065,Belleterre,Ville,1982-12-21,01ebce47d1e011d892e2080020a0f4c9,Anglais,Bay,Lac,
112659,"Birch, Pointe",112673,"Bourque, Pointe à",Pointe,48.445555,-77.175554,32C06,88902,Lac-Despinassy,Territoire non organisé,1982-12-21,020bb25ad1e011d892e2080020a0f4c9,Anglais,Birch,Pointe,
112692,"Caron, Lac",112691,"Caron, Baie",Lac,48.010555,-78.901944,32D02,86042,Rouyn-Noranda,Ville,1982-12-21,0cb46e07849c20c341a23ac21a3effae,Français,Caron,Lac,
113052,"South Belt, Lac",112699,"Ceinture, Lac de la",Lac,47.384924,-78.610300,31M07,85065,Belleterre,Ville,1982-12-21,02815794d1e011d892e2080020a0f4c9,Anglais,South Belt,Lac,
113067,"Wildcat, Lac",112706,"Chat Sauvage, Lac du",Lac,48.206944,-79.202222,32D03,86042,Rouyn-Noranda,Ville,1982-12-21,0cb46d42849c20c3991d257d564653a4,Anglais,Wildcat,Lac,
112732,"Cleaver, Lac",112724,"Couperet, Lac du",Lac,48.030979,-78.814908,32D02,86042,Rouyn-Noranda,Ville,1982-12-21,02e4110dd1e011d892e2080020a0f4c9,Anglais,Cleaver,Lac,
112768,"Edward, Lac",112767,"Édouard, Lac",Lac,48.233227,-79.018671,32D03,86042,Rouyn-Noranda,Ville,1982-12-21,038fe17dd1e011d892e2080020a0f4c9,Anglais,Edward,Lac,
112772,"Emerald, Lac",112773,"Émeraude, Lac de l'",Lac,47.378888,-78.573610,31M07,85065,Belleterre,Ville,1982-12-21,0cc24b09849c20c36c79b76a92478b43,Anglais,Emerald,Lac,
